,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
1081,PSTV,"Plus Therapeutics, Inc.",7.71M,1.85%,5596,4.91M
1082,HCTI,"Healthcare Triangle, Inc.",7.67M,4.49%,19959,37.44M
1083,NEXI,"NexImmune, Inc.",7.66M,4.93%,35873,-
1084,HSCS,"Heart Test Laboratories, Inc.",7.62M,0.60%,1219045,5.85K
1085,GCTK,"GlucoTrack, Inc.",7.57M,2.17%,40758,-
1086,KTTA,Pasithea Therapeutics Corp.,7.53M,3.93%,2350,240.71K
1087,SNGX,"Soligenix, Inc.",7.47M,0.13%,46366,960.62K
1088,HPCO,"Hempacco Co., Inc.",7.23M,13.04%,265364,2.53M
1089,SISI,"Shineco, Inc.",7.18M,-5.36%,154495,3.43M
1090,GTBP,"GT Biopharma, Inc.",7.08M,-10.91%,21170,-
1091,DRUG,Bright Minds Biosciences Inc.,7.01M,-7.64%,36611,-
1092,TENX,"Tenax Therapeutics, Inc.",6.89M,-2.60%,44831,-
1093,AZTR,"Azitra, Inc.",6.84M,-1.60%,139394,626.50K
1094,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",6.80M,3.04%,5702,-
1095,BCEL,"Atreca, Inc.",6.69M,16.00%,1012899,-
1096,BFRI,Biofrontera Inc.,6.67M,12.98%,142816,33.62M
1097,MYMD,"MyMD Pharmaceuticals, Inc.",6.59M,1.90%,4690,-
1098,ATXI,"Avenue Therapeutics, Inc.",6.52M,-2.80%,1551038,-
1099,KA,"Kineta, Inc.",6.51M,-5.35%,84007,3.31M
1100,PULM,"Pulmatrix, Inc.",6.50M,8.99%,2425,6.80M
1101,ENVB,"Enveric Biosciences, Inc.",6.48M,-4.17%,219290,-
1102,OGEN,"Oragenics, Inc.",6.41M,-1.05%,27830,37.65K
1103,VIRI,"Virios Therapeutics, Inc.",6.36M,1.85%,219921,-
1104,ADTX,"Aditxt, Inc.",6.31M,0.11%,65688,749.48K
1105,GNPX,"Genprex, Inc.",6.26M,0.48%,39333,-
1106,XBIO,"Xenetic Biosciences, Inc.",6.16M,2.60%,5005,2.35M
1107,UPC,Universe Pharmaceuticals INC,6.16M,2.38%,3671,32.31M
1108,VVOS,"Vivos Therapeutics, Inc.",6.15M,-3.45%,36046,14.50M
1109,TTNP,"Titan Pharmaceuticals, Inc.",6.02M,1.15%,556,306.00K
1110,CING,Cingulate Inc.,5.95M,-2.44%,55212,-
1111,XCUR,"Exicure, Inc.",5.88M,-7.22%,51901,23.79M
1112,CLVR,Clever Leaves Holdings Inc.,5.85M,3.76%,3489,17.39M
1113,EVOK,"Evoke Pharma, Inc.",5.51M,-0.02%,104757,4.30M
1114,SONN,"Sonnet BioTherapeutics Holdings, Inc.",5.51M,-1.11%,35740,129.18K
1115,AFIB,"Acutus Medical, Inc.",5.48M,4.57%,471350,19.66M
1116,KZIA,Kazia Therapeutics Limited,5.45M,9.81%,621769,15.86K
1117,HOTH,"Hoth Therapeutics, Inc.",5.43M,-1.20%,53800,-
1118,SSY,"SunLink Health Systems, Inc.",5.39M,-1.17%,113,39.59M
1119,ZCMD,Zhongchao Inc.,5.31M,-,206843,17.23M
1120,LIXT,"Lixte Biotechnology Holdings, Inc.",5.31M,-0.82%,1978,-
1121,HSDT,"Helius Medical Technologies, Inc.",5.25M,-1.69%,16382,792.00K
1122,XTLB,XTL Biopharmaceuticals Ltd.,5.23M,-5.27%,6556,-
1123,MDGS,Medigus Ltd.,5.04M,-1.51%,622,83.45M
1124,OPGN,"OpGen, Inc.",4.96M,3.01%,80189,3.07M
1125,ARTL,"Artelo Biosciences, Inc.",4.86M,-2.32%,8551,-
1126,CJJD,"China Jo-Jo Drugstores, Inc.",4.83M,4.66%,21583,148.81M
1127,LFLY,"Leafly Holdings, Inc.",4.81M,3.17%,7684,44.62M
1128,LUCY,"Innovative Eyewear, Inc.",4.77M,0.22%,13434,603.79K
1129,VERO,Venus Concept Inc.,4.77M,3.99%,8848,82.51M
1130,BPTS,Biophytis S.A.,4.76M,-1.84%,19870,-
1131,LIPO,Lipella Pharmaceuticals Inc.,4.76M,5.77%,47171,449.62K
1132,VRPX,"Virpax Pharmaceuticals, Inc.",4.71M,-12.41%,17488,-
1133,CMND,Clearmind Medicine Inc.,4.66M,-6.12%,278534,-
1134,SILO,"Silo Pharma, Inc.",4.62M,4.30%,72124,72.10K
1135,STSS,"Sharps Technology, Inc.",4.60M,2.34%,11774,-
1136,BSGM,"BioSig Technologies, Inc.",4.57M,5.55%,38033,141.00K
1137,PALI,"Palisade Bio, Inc.",4.54M,1.60%,61679,250.00K
1138,IMCC,IM Cannabis Corp.,4.52M,0.13%,26842,58.53M
1139,GOVX,"GeoVax Labs, Inc.",4.50M,-1.45%,32544,-
1140,PHIO,Phio Pharmaceuticals Corp.,4.48M,2.65%,360746,-
1141,PTIX,"Protagenic Therapeutics, Inc.",4.48M,10.19%,9571,-
1142,AEMD,"Aethlon Medical, Inc.",4.43M,-0.59%,3384,574.25K
1143,RHE,"Regional Health Properties, Inc.",4.43M,-2.13%,412,22.80M
1144,OTRK,"Ontrak, Inc.",4.41M,9.36%,303192,11.71M
1145,AVTX,"Avalo Therapeutics, Inc.",4.37M,1.83%,31401,2.25M
1146,TCBP,TC Biopharm (Holdings) Plc,4.37M,-3.89%,1367693,3.61M
1147,FNCH,"Finch Therapeutics Group, Inc.",4.32M,-5.62%,21775,115.00K
1148,AVGR,"Avinger, Inc.",4.20M,-3.16%,24060,7.75M
1149,KTRA,"Kintara Therapeutics, Inc.",4.20M,43.78%,130062398,-
1150,ONCO,Onconetix Inc,4.06M,1.77%,50163,-
1151,IBIO,"iBio, Inc.",4.04M,-,38232,50.00K
1152,CPHI,"China Pharma Holdings, Inc.",4.02M,-2.18%,344625,7.78M
1153,RSLS,ReShape Lifesciences Inc.,3.90M,4.99%,235275,9.81M
1154,SCPX,Scorpius Holdings Inc,3.90M,-0.06%,433353,2.23M
1155,PCSA,"Processa Pharmaceuticals, Inc.",3.88M,0.44%,26684,-
1156,BPTH,"Bio-Path Holdings, Inc.",3.81M,-8.02%,45168,-
1157,ISPC,iSpecimen Inc.,3.72M,15.07%,181575,10.31M
1158,MGRX,"Mangoceuticals, Inc.",3.70M,-12.23%,315520,496.06K
1159,ZVSA,"ZyVersa Therapeutics, Inc.",3.66M,0.10%,286649,-
1160,VTAK,"Catheter Precision, Inc.",3.65M,-6.96%,18421,314.00K
1161,CNSP,"CNS Pharmaceuticals, Inc.",3.65M,-12.56%,116361,-
1162,PRFX,PainReform Ltd.,3.59M,2.00%,4469,-
1163,TNON,"Tenon Medical, Inc.",3.58M,-17.93%,11467799,2.40M
1164,NBSE,"NeuBase Therapeutics, Inc.",3.54M,-,53478,-
1165,SNPX,"Synaptogenix, Inc.",3.52M,3.39%,127000,-
1166,JAGX,"Jaguar Health, Inc.",3.37M,-0.73%,12908712,10.72M
1167,WINT,"Windtree Therapeutics, Inc.",3.36M,-0.64%,23135,-
1168,BDRX,Biodexa Pharmaceuticals Plc,3.33M,-,62070,377.22K
1169,PTPI,"Petros Pharmaceuticals, Inc.",3.31M,-2.89%,396785,6.98M
1170,CYCC,"Cyclacel Pharmaceuticals, Inc.",3.27M,4.60%,14676,389.00K
1171,SPRC,SciSparc Ltd.,3.19M,-0.34%,205784,3.32M
1172,ADIL,"Adial Pharmaceuticals, Inc.",3.16M,-6.84%,484383,-
1173,PXMD,"PaxMedica, Inc.",3.05M,-14.88%,5765588,-
1174,NXL,"Nexalin Technology, Inc.",3.03M,8.17%,63199,128.64K
1175,LSDI,Lucy Scientific Discovery Inc.,3.02M,-3.51%,26547,16.73K
1176,CYTO,Altamira Therapeutics Ltd.,2.95M,0.96%,18127,-902.13K
1177,SBFM,"Sunshine Biopharma, Inc.",2.89M,-4.14%,5823983,20.35M
1178,SXTP,"60 Degrees Pharmaceuticals, Inc.",2.88M,1.85%,151923,-209.26K
1179,FOXO,FOXO Technologies Inc.,2.88M,-0.62%,61088,453.00K
1180,IONM,Assure Holdings Corp.,2.82M,9.79%,1989734,3.57M
1181,ATNF,180 Life Sciences Corp.,2.73M,-7.96%,133855,-
1182,NUWE,"Nuwellis, Inc.",2.67M,-4.47%,185761,8.86M
1183,INVO,"INVO Bioscience, Inc.",2.64M,-1.39%,18034,1.92M
1184,BIOL,"BIOLASE, Inc.",2.53M,4.92%,1392243,49.73M
1185,SLRX,"Salarius Pharmaceuticals, Inc.",2.52M,-2.45%,2410,-
1186,WORX,SCWorx Corp.,2.48M,-15.61%,227679,3.92M
1187,ACON,"Aclarion, Inc.",2.45M,2.33%,514461,84.13K
1188,ALLR,"Allarity Therapeutics, Inc.",2.40M,-5.06%,159497,-
1189,THMO,"ThermoGenesis Holdings, Inc.",2.36M,0.71%,18945,9.72M
1190,ENSC,"Ensysce Biosciences, Inc.",2.34M,0.95%,53375,-
1191,SCNI,Scinai Immunotherapeutics Ltd.,2.27M,-2.09%,12977,-
1192,APVO,Aptevo Therapeutics Inc.,2.25M,-,12330,-
1193,DYNT,Dynatronics Corporation,2.22M,-5.21%,646,35.18M
1194,YCBD,"cbdMD, Inc.",2.20M,-2.99%,1601,23.45M
1195,SNOA,"Sonoma Pharmaceuticals, Inc.",2.18M,-,269606,12.31M
1196,AGRX,"Agile Therapeutics, Inc.",2.16M,0.95%,12683881,19.97M
1197,QNRX,"Quoin Pharmaceuticals, Ltd.",2.14M,-3.36%,286922,-
1198,BBLG,Bone Biologics Corporation,2.12M,6.36%,105452,-
1199,QLGN,"Qualigen Therapeutics, Inc.",2.07M,-2.01%,29863,4.62M
1200,INM,InMed Pharmaceuticals Inc.,2.06M,-0.58%,57752,5.49M
1201,VRAX,Virax Biolabs Group Limited,2.05M,0.97%,7416,79.30K
1202,TIVC,"Tivic Health Systems, Inc.",1.96M,-,3860,1.23M
1203,AMPE,"Ampio Pharmaceuticals, Inc.",1.95M,-0.76%,15824,-
1204,NAOV,"NanoVibronix, Inc.",1.87M,-4.35%,27387,1.00M
1205,BACK,"IMAC Holdings, Inc.",1.65M,-2.14%,9774,8.47M
1206,GLMD,Galmed Pharmaceuticals Ltd.,1.52M,0.90%,19425,-
1207,DRMA,"Dermata Therapeutics, Inc.",1.47M,-6.53%,35599,-
1208,BJDX,"Bluejay Diagnostics, Inc.",1.45M,-6.12%,56689,-
1209,AKAN,Akanda Corp.,1.43M,-4.00%,204618,3.94M
1210,REVB,"Revelation Biosciences, Inc.",1.24M,-11.35%,235500,-
1211,THAR,"Tharimmune, Inc.",1.18M,-1.18%,66041,-
1212,SXTC,"China SXT Pharmaceuticals, Inc.",1.11M,-1.04%,52849,33.62K
1213,SINT,"Sintx Technologies, Inc.",1.10M,-,242115,2.49M
1214,MOTS,"Motus GI Holdings, Inc.",1.00M,-1.97%,116126,364.00K
1215,NBY,"NovaBay Pharmaceuticals, Inc.",912.80K,3.20%,852408,14.64M
1216,GRI,"GRI Bio, Inc.",800.47K,-2.96%,75673,-
1217,RNAZ,"TransCode Therapeutics, Inc.",628.54K,4.37%,129146,-
